"Drug/device name","Medicinal ingredient","Manufacturer","Outcome","Decision date","Control number / Application number","Type of submission / Type of application"
"ELECSYS TROPONIN T HS","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2022-10-25","331551","New device licence application"
"ELECSYS PROBNP II","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2022-10-25","334505","New device licence application"
"LOGIQ FORTIS","N/A","GE ULTRASOUND KOREA, LTD","Approved","2022-10-25","347199","New device licence application"
"EMBOLIZATION COILS","N/A","MICRO THERAPEUTICS INC. DBA EV3 NEUROVASCULAR","Approved","2022-10-25","343555","Amendment device licence application"
"A-OSS COLLAGEN","N/A","OSSTEM IMPLANT CO. LTD","Approved","2022-10-25","348404","New device licence application"
"COBAS BKV","N/A","ROCHE MOLECULAR SYSTEMS, INC","Approved","2022-10-25","330107","New device licence application"
"ELECSYS TROPONIN T HS","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2022-10-25","331551","New device licence application"
"ELECSYS PROBNP II","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2022-10-25","334505","New device licence application"
"LOGIQ FORTIS","N/A","GE ULTRASOUND KOREA, LTD","Approved","2022-10-25","347199","New device licence application"
"EMBOLIZATION COILS","N/A","MICRO THERAPEUTICS INC. DBA EV3 NEUROVASCULAR","Approved","2022-10-25","343555","Amendment device licence application"
"A-OSS COLLAGEN","N/A","OSSTEM IMPLANT CO. LTD","Approved","2022-10-25","348404","New device licence application"
"ELECSYS TROPONIN T","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2022-10-24","333259","Amendment device licence application"
"ELECSYS PROBNP II","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2022-10-24","334746","Amendment device licence application"
"ELECSYS TROPONIN T","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2022-10-24","333259","Amendment device licence application"
"ELECSYS PROBNP II","N/A","ROCHE DIAGNOSTICS GMBH","Approved","2022-10-24","334746","Amendment device licence application"
"COMIRNATY ORIGINAL/OMICRON BA.1","tozinameran / riltozinameran","Pfizer Canada ULC., on behalf of BioNTech Manufacturing GmbH","Approved","2022-10-21","266189","New Drug Submission with flexibilities for COVID-19 Drug products (NDS-CV)"
"ANTI-CW MONO-TYPE DUAL (MS-110)","N/A","MEDION GRIFOLS DIAGNOSTICS AG","Approved","2022-10-21","340012","New device licence application"
"VITA AKZENT LC","N/A","VITA ZAHNFABRIK, H. RAUTER GMBH & CO. KG","Approved","2022-10-21","345489","New device licence application"
"INNO SUB NARROW IMPLANT SYSTEM","N/A","COWELLMEDI CO., LTD.","Approved","2022-10-21","348326","New device licence application"
"MANI MICRO","N/A","GDF GESELLSCHAFT FUR DENTALE FORSCHUNG UND INNOVATIONEN GMBH","Approved","2022-10-21","347551","New device licence application"
"MANI NANO","N/A","GDF GESELLSCHAFT FUR DENTALE FORSCHUNG UND INNOVATIONEN GMBH","Approved","2022-10-21","347552","New device licence application"
"AQT90 FLEX","N/A","RADIOMETER MEDICAL APS","Approved","2022-10-20","347925","Amendment device licence application"
"A-OSS","N/A","OSSTEM IMPLANT CO. LTD","Approved","2022-10-20","349064","Amendment device licence application"
"ZILVER PTX DRUG-ELUTING PERIPHERAL STENT (6FR)","N/A","COOK IRELAND LTD.","Approved","2022-10-20","350671","Amendment device licence application"
"INTELLIVUE MP5 PATIENT MONITOR SYSTEM","N/A","PHILIPS MEDIZIN SYSTEME BOEBLINGEN GMBH","Approved","2022-10-20","350741","Amendment device licence application"
"SKYRIZI","Risankizumab","Abbvie Corporation","Authorized","2022-10-19","258394","Supplement to a New Drug Submission"
"CSF-VENTRICULAR RESERVOIRS","N/A","MEDTRONIC INC.","Approved","2022-10-19","351863","Amendment device licence application"
"CSF-FLOW CONTROL SHUNT KITS & ASSEMBLIES","N/A","MEDTRONIC INC.","Approved","2022-10-19","351870","Amendment device licence application"
"NOVUM IQ SYRINGE PUMP","N/A","BAXTER HEALTHCARE CORPORATION","Approved","2022-10-19","350439","Amendment device licence application"
"CSF-FLOW CONTROL VALVES","N/A","MEDTRONIC INC.","Approved","2022-10-19","351860","Amendment device licence application"
"EXTERNAL DRAINAGE AND MONITORING (EDM) CATHETERS","N/A","MEDTRONIC INC.","Approved","2022-10-19","351861","Amendment device licence application"
"VENTRICULAR CATHETER - SILICONE ELASTOMER","N/A","MEDTRONIC INC.","Approved","2022-10-19","351862","Amendment device licence application"
"CARDIAC/PERITONEAL CATHETERS","N/A","MEDTRONIC INC.","Approved","2022-10-19","351864","Amendment device licence application"
"FIXATION TAB/COLLARS","N/A","MEDTRONIC INC.","Approved","2022-10-19","351865","Amendment device licence application"
"CSF-LUMBOPERITONEAL SHUNT KITS","N/A","MEDTRONIC INC.","Approved","2022-10-19","351866","Amendment device licence application"
"RIGHT ANGLE CLIP","N/A","MEDTRONIC INC.","Approved","2022-10-19","351867","Amendment device licence application"
"CSF CATHETER CONNECTORS","N/A","MEDTRONIC INC.","Approved","2022-10-19","351868","Amendment device licence application"
"TUBING PLUG","N/A","MEDTRONIC INC.","Approved","2022-10-19","351869","Amendment device licence application"
"CSF-VENTRICULAR PORTS","N/A","MEDTRONIC INC.","Approved","2022-10-19","351871","Amendment device licence application"
"EVUSHELD","tixagevimab and cilgavimab injection","AstraZeneca Canada Inc.","Approved","2022-10-18","265382","Supplement to a New Drug Submission (SNDS)"
"IVOZFO","Fosfomycin sodium","Verity Pharmaceuticals Inc.","Authorized","2022-10-18","256308","Supplement to a New Drug Submission"
"RIBFIX ADVANTAGE SYSTEM","N/A","BIOMET MICROFIXATION ALSO TRADING AS WALTER LORENZ SURGICAL INC.","Approved","2022-10-18","338179","New device licence application"
"CANNULATED SCREW SYSTEM +","N/A","TYBER MEDICAL, LLC.","Approved","2022-10-18","347310","New device licence application"
"ADIN GRIP IMPLANT ATTACHMENT SYSTEM","N/A","ADIN DENTAL IMPLANT SYSTEMS LTD.","Approved","2022-10-18","348067","New device licence application"
"RAZOR AND EVEREST ZIRCONIA BLOCK","N/A","U&C INTERNATIONAL CO., LTD","Approved","2022-10-18","348642","New device licence application"
"SIMPLICIT90Y","N/A","MIRADA MEDICAL LTD.","Approved","2022-10-18","345616","New device licence application"
"APTIMA HPV 16 18/45 GENOTYPE ASSAY","N/A","HOLOGIC, INC.","Approved","2022-10-14","345508","Amendment device licence application"
"APTIMA HPV ASSAY KIT","N/A","HOLOGIC, INC.","Approved","2022-10-14","345509","Amendment device licence application"
"SONOPET IQ ULTRASONIC ASPIRATOR SYSTEM","N/A","STRYKER INSTRUMENTS A DIVISION OF STRYKER CORPORATION","Approved","2022-10-14","346426","Amendment device licence application"
"BABY GORILLA / GORILLA PLATING SYSTEM","N/A","PARAGON 28, INC.","Approved","2022-10-14","350163","Amendment device licence application"
"FIBULOCK FIBULAR NAIL SYSTEM","N/A","ARTHREX INC","Approved","2022-10-14","351204","Amendment device licence application"
"APTIMA HPV 16 18/45 GENOTYPE ASSAY","N/A","HOLOGIC, INC.","Approved","2022-10-14","345508","Amendment device licence application"
"APTIMA HPV ASSAY KIT","N/A","HOLOGIC, INC.","Approved","2022-10-14","345509","Amendment device licence application"
"SONOPET IQ ULTRASONIC ASPIRATOR SYSTEM","N/A","STRYKER INSTRUMENTS A DIVISION OF STRYKER CORPORATION","Approved","2022-10-14","346426","Amendment device licence application"
"BABY GORILLA / GORILLA PLATING SYSTEM","N/A","PARAGON 28, INC.","Approved","2022-10-14","350163","Amendment device licence application"
"FIBULOCK FIBULAR NAIL SYSTEM","N/A","ARTHREX INC","Approved","2022-10-14","351204","Amendment device licence application"
"ACTEMRA","tocilizumab","Hoffmann-La Roche Limited","Approved","2022-10-13","261220","Supplement to a New Drug Submission (SNDS)"
"ILLUCCIX","Gallium (68Ga) Gozetotide","Telix Pharmaceuticals (US) Inc.","Authorized","2022-10-13","242332","New Drug Submission"
"LUTONIX 018 DRUG COATED BALLOON PTA CATHETER","N/A","LUTONIX, INC.","Approved","2022-10-13","336704","New device licence application"
"SOKINOX NO DELIVERY AND MONITORING SYSTEM","N/A","MAQUET CRITICAL CARE AB","Approved","2022-10-13","342876","Amendment device licence application"
"BRAINSWAY DEEP TMS SYSTEM FOR SHORT TERM SMOKING CESSATION","N/A","BRAINSWAY LTD.","Approved","2022-10-13","349868","New device licence application"
"SOKINOX NO DELIVERY AND MONITORING SYSTEM","N/A","MAQUET CRITICAL CARE AB","Approved","2022-10-13","342876","Amendment device licence application"
"BRAINSWAY DEEP TMS SYSTEM FOR SHORT TERM SMOKING CESSATION","N/A","BRAINSWAY LTD.","Approved","2022-10-13","349868","New device licence application"
"REBINYN","Coagulation Factor IX (Recombinant), Pegylated","Novo Nordisk Canada Inc","Authorized","2022-10-12","258126","Supplement to a New Drug Submission"
"INTERSTIM X","N/A","MEDTRONIC INC.","Approved","2022-10-12","345050","New device licence application"
"INTERSTIM SYSTEM","N/A","MEDTRONIC INC.","Approved","2022-10-12","345689","Amendment device licence application"
"NEUROSTIM LEADS - POLYURETHANE","N/A","MEDTRONIC INC.","Approved","2022-10-12","345690","Amendment device licence application"
"N'VISION PROGRAMMER","N/A","MEDTRONIC INC.","Approved","2022-10-12","345692","Amendment device licence application"
"INTERSTIM II SYSTEM","N/A","MEDTRONIC INC.","Approved","2022-10-12","345693","Amendment device licence application"
"INTERSTIM MICRO SURESCAN MRI","N/A","MEDTRONIC INC.","Approved","2022-10-12","345694","Amendment device licence application"
"COBAS 5800 SYSTEM","N/A","ROCHE MOLECULAR SYSTEMS, INC","Approved","2022-10-12","347523","New device licence application"
"M-VIZION","N/A","MEDACTA INTERNATIONAL SA","Approved","2022-10-12","348083","New device licence application"
"ANESTHETIC VAPORIZER","N/A","SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD.","Approved","2022-10-12","349725","New device licence application"
"NEODENT IMPLANT SYSTEM - GM TITAMAX ACQUA SYSTEM","N/A","JJGC INDUSTRIA E COMERCIO DE MATERIAIS DENTARIOS S.A.","Approved","2022-10-12","350664","Amendment device licence application"
"BRUXZIR NOW MILLING BLOCKS","N/A","PRISMATIK DENTALCRAFT, INC.(A WHOLLY OWNED SUB. OF GLIDEWELL LAB.)","Approved","2022-10-12","350898","New device licence application"
"INTERSTIM X","N/A","MEDTRONIC INC.","Approved","2022-10-12","345050","New device licence application"
"INTERSTIM SYSTEM","N/A","MEDTRONIC INC.","Approved","2022-10-12","345689","Amendment device licence application"
"NEUROSTIM LEADS - POLYURETHANE","N/A","MEDTRONIC INC.","Approved","2022-10-12","345690","Amendment device licence application"
"N'VISION PROGRAMMER","N/A","MEDTRONIC INC.","Approved","2022-10-12","345692","Amendment device licence application"
"INTERSTIM II SYSTEM","N/A","MEDTRONIC INC.","Approved","2022-10-12","345693","Amendment device licence application"
"INTERSTIM MICRO SURESCAN MRI","N/A","MEDTRONIC INC.","Approved","2022-10-12","345694","Amendment device licence application"
"COBAS 5800 SYSTEM","N/A","ROCHE MOLECULAR SYSTEMS, INC","Approved","2022-10-12","347523","New device licence application"
"M-VIZION","N/A","MEDACTA INTERNATIONAL SA","Approved","2022-10-12","348083","New device licence application"
"ANESTHETIC VAPORIZER","N/A","SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD.","Approved","2022-10-12","349725","New device licence application"
"NEODENT IMPLANT SYSTEM - GM TITAMAX ACQUA SYSTEM","N/A","JJGC INDUSTRIA E COMERCIO DE MATERIAIS DENTARIOS S.A.","Approved","2022-10-12","350664","Amendment device licence application"
"BRUXZIR NOW MILLING BLOCKS","N/A","PRISMATIK DENTALCRAFT, INC.(A WHOLLY OWNED SUB. OF GLIDEWELL LAB.)","Approved","2022-10-12","350898","New device licence application"
"TRUMENBA","Neisseria meningitidis serogroup B recombinant lipoprotein 2086 subfamily A / Neisseria meningitidis serogroup B recombinant lipoprotein 2086 subfamily B","Pfizer Canada ULC","Authorized","2022-10-11","258009","Supplement to a New Drug Submission"
"HYRIMOZ","adalimumab","Sandoz Canada Incorporated","Authorized","2022-10-11","258125","Supplement to a New Drug Submission"
"AURO-LEVOCARB","Carbidopa, levodopa","Auro Pharma Inc.","Authorized","2022-10-11","257242","New Drug Submission"
"SCOUT BX REFLECTOR AND DELIVERY SYSTEM","N/A","MERIT MEDICAL SYSTEMS INC.","Approved","2022-10-11","345287","New device licence application"
"SCOUT BX REFLECTOR AND DELIVERY SYSTEM","N/A","MERIT MEDICAL SYSTEMS INC.","Approved","2022-10-11","345287","New device licence application"
"COMIRNATY ORIGINAL & OMICRON BA.4/BA.5","tozinameran / famtozinameran","Pfizer Canada ULC., on behalf of BioNTech Manufacturing GmbH","Authorized","2022-10-07","267502","New Drug Submission with flexibilities for COVID-19 Drug products (NDS-CV)"
"ACUMED CLAVICLE HOOK PLATING SYSTEM","N/A","ACUMED, LLC","Approved","2022-10-07","344314","New device licence application"
"LC CHROME","N/A","S & C POLYMER SILICONE UND COMPOSITE SPEZIALITATEN GMBH","Approved","2022-10-07","347917","New device licence application"
"EZYPOR","N/A","FRANCE CHIRURGIE INSTRUMENTATION SAS (FCI S.A.S.)","Approved","2022-10-07","349372","New device licence application"
"MAC 5 RESTING ECG ANALYSIS SYSTEM","N/A","GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES INC.","Approved","2022-10-07","349756","New device licence application"
"ACUMED CLAVICLE HOOK PLATING SYSTEM","N/A","ACUMED, LLC","Approved","2022-10-07","344314","New device licence application"
"LC CHROME","N/A","S & C POLYMER SILICONE UND COMPOSITE SPEZIALITATEN GMBH","Approved","2022-10-07","347917","New device licence application"
"EZYPOR","N/A","FRANCE CHIRURGIE INSTRUMENTATION SAS (FCI S.A.S.)","Approved","2022-10-07","349372","New device licence application"
"MAC 5 RESTING ECG ANALYSIS SYSTEM","N/A","GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES INC.","Approved","2022-10-07","349756","New device licence application"
"BAMBEVI","Bevacizumab","Apotex Inc.","Authorized","2022-10-06","257734","Supplement to a New Drug Submission"
"7D SURGICAL SYSTEM","N/A","7D SURGICAL ULC","Approved","2022-10-06","345836","Amendment device licence application"
"BD ONCLARITY HPV ASSAY","N/A","BECTON DICKINSON AND COMPANY (BD)","Approved","2022-10-06","345861","Amendment device licence application"
"DIAMONDTEMP ABLATION SYSTEM","N/A","MEDTRONIC INC.","Approved","2022-10-06","346283","New device licence application"
"BLUE SKY BIO DENTAL IMPLANT SYSTEM","N/A","BLUE SKY BIO, LLC.","Approved","2022-10-06","347821","Amendment device licence application"
"HYPERION X9 PRO","N/A","CEFLA S.C.","Approved","2022-10-06","350595","Amendment device licence application"
"SHERLOCK 3CG+ TIP CONFIRMATION SYSTEM","N/A","BARD ACCESS SYSTEMS, INC.","Approved","2022-10-06","350166","Amendment device licence application"
"RS85 DIAGNOSTIC ULTRASOUND SYSTEM","N/A","SAMSUNG MEDISON CO., LTD.","Approved","2022-10-06","350275","Amendment device licence application"
"RS80 EVO DIAGNOSTIC ULTRASOUND SYSTEM","N/A","SAMSUNG MEDISON CO., LTD.","Approved","2022-10-06","350276","Amendment device licence application"
"7D SURGICAL SYSTEM","N/A","7D SURGICAL ULC","Approved","2022-10-06","345836","Amendment device licence application"
"BD ONCLARITY HPV ASSAY","N/A","BECTON DICKINSON AND COMPANY (BD)","Approved","2022-10-06","345861","Amendment device licence application"
"DIAMONDTEMP ABLATION SYSTEM","N/A","MEDTRONIC INC.","Approved","2022-10-06","346283","New device licence application"
"BLUE SKY BIO DENTAL IMPLANT SYSTEM","N/A","BLUE SKY BIO, LLC.","Approved","2022-10-06","347821","Amendment device licence application"
"HYPERION X9 PRO","N/A","CEFLA S.C.","Approved","2022-10-06","350595","Amendment device licence application"
"SHERLOCK 3CG+ TIP CONFIRMATION SYSTEM","N/A","BARD ACCESS SYSTEMS, INC.","Approved","2022-10-06","350166","Amendment device licence application"
"RS85 DIAGNOSTIC ULTRASOUND SYSTEM","N/A","SAMSUNG MEDISON CO., LTD.","Approved","2022-10-06","350275","Amendment device licence application"
"RS80 EVO DIAGNOSTIC ULTRASOUND SYSTEM","N/A","SAMSUNG MEDISON CO., LTD.","Approved","2022-10-06","350276","Amendment device licence application"
"DELTAFIL","N/A","DMG CHEMISCH-PHARMAZEUTISCHE FABRIK GMBH","Approved","2022-10-04","340521","New device licence application"
"POWERED ENDOSCOPIC CUTTING STAPLER","N/A","LOK QUALIT INC.","Approved","2022-10-04","342550","New device licence application"
"SMR TT AUGMENTED 360 BASEPLATE","N/A","LIMACORPORATE S.P.A.","Approved","2022-10-04","346649","New device licence application"
"MAMMOMAT INSPIRATION","N/A","SIEMENS HEALTHCARE GMBH","Approved","2022-10-04","348344","Amendment device licence application"
"MAMMOMAT FUSION","N/A","SIEMENS HEALTHCARE GMBH","Approved","2022-10-04","348346","Amendment device licence application"
"DELTAFIL","N/A","DMG CHEMISCH-PHARMAZEUTISCHE FABRIK GMBH","Approved","2022-10-04","340521","New device licence application"
"POWERED ENDOSCOPIC CUTTING STAPLER","N/A","LOK QUALIT INC.","Approved","2022-10-04","342550","New device licence application"
"SMR TT AUGMENTED 360 BASEPLATE","N/A","LIMACORPORATE S.P.A.","Approved","2022-10-04","346649","New device licence application"
"MAMMOMAT INSPIRATION","N/A","SIEMENS HEALTHCARE GMBH","Approved","2022-10-04","348344","Amendment device licence application"
"MAMMOMAT FUSION","N/A","SIEMENS HEALTHCARE GMBH","Approved","2022-10-04","348346","Amendment device licence application"
"COBAS 6800/8800 COBAS EBV","N/A","ROCHE MOLECULAR SYSTEMS, INC","Approved","2022-10-03","316871","New device licence application"
"SOFTDONOR","N/A","SCC SOFT COMPUTER","Approved","2022-10-03","337352","New device licence application"
"SYSTANE ILUX2 MGD THERMAL PULSATION SYSTEM","N/A","ALCON LABORATORIES INC.","Approved","2022-10-03","341259","New device licence application"
"CONTOUR PROTEGEAI","N/A","MIM SOFTWARE INC.","Approved","2022-10-03","344554","New device licence application"
"AVALON BIOMED NEOSEALER FLO","N/A","NUSMILE, LTD.","Approved","2022-10-03","345696","New device licence application"
"PILOTER SERIES DIAGNOSTIC ULTRASOUND SYSTEM","N/A","SHENZHEN WISONIC MEDICAL TECHNOLOGY CO., LTD.","Approved","2022-10-03","346230","New device licence application"
"NAVI SERIES DIAGNOSTIC ULTRASOUND SYSTEM","N/A","SHENZHEN WISONIC MEDICAL TECHNOLOGY CO., LTD.","Approved","2022-10-03","346231","New device licence application"
