Date,Trademark / Project,Common name / Subject,Manufacturer,INESSS Recommendation,Minister's Decision
2014-06-02,Allevyn Life,Pansement absorbant bordé- mousse hydrophile seule ou en association,S. & N.,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-06-02,Apo-Amoxi Clav,amoxicilline/clavulanate de potassium,Apotex,Avis de refus - Justesse du prix,Ne pas inscrire aux listes des médicaments
2014-06-02,Apo-Dipyridamole,dipyridamole,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Apo-Exemestane,exémestane,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Apo-Ketorolac,kétorolac (trométhamine de),Apotex,Avis de refus - Justesse du prix,Ne pas inscrire aux listes des médicaments
2014-06-02,Apo-Nadol,nadolol,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Apo-Pen-VK,phénoxyméthylpénicilline (base ou sel potassique),Apotex,Avis de refus - Justesse du prix,Ne pas inscrire aux listes des médicaments
2014-06-02,Apo-Prednisone,prednisone,Apotex,Avis de refus - Justesse du prix,Ne pas inscrire aux listes des médicaments
2014-06-02,Apo-Ramipril,ramipril,Apotex,Avis de refus - Justesse du prix,Ne pas inscrire aux listes des médicaments
2014-06-02,Apo-Ranitidine,ranitidine (chlorhydrate de),Apotex,Avis de refus - Justesse du prix,Ne pas inscrire aux listes des médicaments
2014-06-02,Apo-Telmisartan,telmisartan,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Apo-Telmisartan/HCTZ,telmisartan/hydrochlorothiazide,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Apo-Timop Gel,timolol (maléate de),Apotex,Avis de refus - Justesse du prix,Ne pas inscrire aux listes des médicaments
2014-06-02,Apo-Zidovudine,zidovudine,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Aquacel Ag foam,Pansement antimicrobien - argent,Convatec,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Aquacel Ag foam,Pansement antimicrobien bordé - argent,Convatec,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Aquacel Ag+ Extra,Pansement antimicrobien - argent,Convatec,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-06-02,Aquacel foam,Pansement absorbant bordé- fibres gélifiantes,Convatec,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-06-02,Aubagio,tériflunomide,Genzyme,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Auro-Clopidogrel,clopidogrel (bisulfate de),Aurobindo,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Auro-Valsartan,valsartan,Aurobindo,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Avonex PS,interféron bêta-1a,Biogen,Modification d'une indication reconnue - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Avonex Pen,interféron bêta-1a,Biogen,Modification d'une indication reconnue - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Axiron,testostérone,Lilly,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Betaseron,interféron bêta-1b,Bayer,Modification d'une indication reconnue - Médicament d'exception,Ajouter une indication reconnue aux listes des médicaments
2014-06-02,Bisacodyl Suppository 5mg,bisacodyl,Jamp,Ajout à la Liste du RGAM - Médicament d'exception/et à la Liste Établissements,Inscrire à la Liste du RGAM - Médicament d'exception / Inscrire à la Liste Établissements
2014-06-02,Breo Ellipta,vilantérol (trifénatate) / fluticasone (furoate de),GSK,Sous-étude,Sous étude
2014-06-02,Ceftriaxone sodique pour injection,ceftriaxone sodique,Sandoz,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Copaxone,glatiramère (acétate de),Teva Innov,Modification d'une indication reconnue - Médicament d'exception,Modifier une indication reconnue aux listes des médicaments
2014-06-02,Céfépime pour injection,céfépime (chlorhydrate de),Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Decapeptyl,triptoréline (acétate de),Ferring,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-06-02,Diacomit,stiripentol,Biocodex,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Dificid,fidaxomicine,Optimer,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Domperidone,dompéridone (maléate de),Sanis,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Donepezil,donépézil (chlorhydrate de),Sivem,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Extavia,interféron bêta-1b,Novartis,Modification d'une indication reconnue - Médicament d'exception,Modifier une indication reconnue aux listes des médicaments
2014-06-02,Fycompa,pérampanel,Eisai,Modification d'une indication reconnue - Médicament d'exception - Avis de refus,Ne pas modifier une indication reconnue aux listes des médicaments
2014-06-02,GD-Amlopidine/Atorvastatin,amlopidine (bésylate d')/atorvastatine calcique,GenMed,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,GE200,réactif quantitatif du glucose dans le sang,Bionime,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-06-02,Galexos,siméprévir,Janss. Inc,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Gilenya,fingolimod,Novartis,Modification d'une indication reconnue - Médicament d'exception,Modifier une indication reconnue aux listes des médicaments
2014-06-02,Giotrif,afatinib (dimaléate d'),Bo. Ing.,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-06-02,Humira,adalimumab,AbbVie,Ajout d'une indication reconnue - Médicament d'exception - Avis de refus - Valeur thérapeutique,Ne pas ajouter une indication reconnue aux listes des médicaments
2014-06-02,Jamp-Omeprazole DR (co.),oméprazole (base ou magnésien),Jamp,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Jaydess,lévonorgestrel,Bayer,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Jetrea,ocriplasmine,Alcon,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-06-02,Kadcyla,trastuzumab emtansine,Roche,Avis de refus - À moins que le rapport entre le coût et l'efficacité soit modifié pour atteindre un niveau acceptable,"Ne pas inscrire à la Liste Établissements (2 juin 2014)

Inscrire à la Liste Établissements - Médicament d’exception (15 juin 2016)"
2014-06-02,Levemir Flextouch,insuline détémir,N.Nordisk,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Opsumit,macitentan,Actelion,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-06-02,Pegasys RBV,ribavirine/peginterféron alfa-2a,Roche,Ajout d'une indication reconnue - Médicament d'exception,Ajouter une indication reconnue aux listes des médicaments
2014-06-02,Pegetron,ribavirine/interféron alfa-2b péguylé,Merck,Ajout d'une indication reconnue - Médicament d'exception,Ajouter une indication reconnue aux listes des médicaments
2014-06-02,Pegetron Clearclick,ribavirine/interféron alfa-2b péguylé,Merck,Ajout d'une indication reconnue - Médicament d'exception,Ajouter une indication reconnue aux listes des médicaments
2014-06-02,Prograf,tacrolimus,Astellas,Exemption de l'application de la méthode du prix le plus bas - Avis de refus,Ne pas exempter de l’application de la méthode du prix le plus bas à la Liste du RGAM
2014-06-02,Rebif,interféron bêta-1a,Serono,Modification d'une indication reconnue - Médicament d'exception,Modifier une indication reconnue aux listes des médicaments
2014-06-02,Remicade,infliximab,Janss. Inc,Sous étude,Sous étude
2014-06-02,Riva-Letrozole,létrozole,Riva,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-06-02,Salbutamol HFA,salbutamol,Sanis,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Sandoz Candesartan Plus,candésartan cilexétil/hydrochlorothiazide,Sandoz,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Sandoz Tacrolimus,tacrolimus,Sandoz,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-06-02,Simponi,golimumab,Janss. Inc,Ajout d'une indication reconnue - Médicament d'exception - Avis de refus - Valeur thérapeutique,Ne pas ajouter une indication reconnue aux listes des médicaments
2014-06-02,Simponi I.V.,golimumab,Janss. Inc,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,SolCarb,formules nutritives - glucose polymérisé,Solace,Ajout à la Liste du RGAM - Médicament d'exception,Inscrire à la Liste du RGAM - Médicament d’exception
2014-06-02,Sovaldi (génotypes 1 et 4),sofosbuvir,Gilead,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Sovaldi (génotypes 2 et 3),sofosbuvir,Gilead,Sous-étude,Sous étude
2014-06-02,Stivarga,régorafenib (monohydrate),Bayer,Avis de refus - À moins que le rapport entre le coût et l'efficacité soit modifié pour atteindre un niveau acceptable,Ne pas inscrire –  À moins que le rapport entre le coût et l’efficacité soit modifié  pour atteindre un niveau acceptable
2014-06-02,Sublinox,zolpidem (tartrate de),Meda Val.,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-06-02,Tecfidera,diméthyle (fumarate de),Biogen,Modification d'une indication reconnue - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Teva-Exemestane,exémestane,Teva Can,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Tivicay,dolutégravir sodique,ViiV,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Trelstar,triptoréline (pamoate de),Paladin,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,Victoza,liraglutide,N.Nordisk,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-06-02,Victrelis,bocéprévir,Merck,Modification d'une indication reconnue - Médicament d'exception,Modifier une indication reconnue aux listes des médicaments
2014-06-02,Victrelis Triple,bocéprévir/ribavirine/interféron alfa-2b péguylé,Merck,Modification d'une indication reconnue - Médicament d'exception,Modifier une indication reconnue aux listes des médicaments
2014-06-02,Zelboraf,vémurafénib,Roche,Modification d'une indication reconnue - Médicament d'exception,Modifier une indication reconnue aux listes des médicaments
2014-06-02,Zytiga,abiratérone,Janss. Inc,Modification d'une indication reconnue - Médicament d'exception,Modifier une indication reconnue aux listes des médicaments
2014-04-24,Acide zolédronique-Z,zolédronique (acide),Sandoz,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-04-24,Adempas,riociguat,Bayer,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-04-24,Apo-Sildenafil R,sildénafil (citrate de),Apotex,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-04-24,Co Donepezil ODT,donépézil (chlorhydrate de),Cobalt,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-04-24,Eylea,aflibercept,Bayer,Ajout aux listes de médicaments - Médicament d'exception,Information actuellement non disponible en ligne
2014-04-24,Jamp-Clopidogrel,clopidogrel (bisulfate de),Jamp,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-04-24,Jamp-Irbesartan,irbesartan,Jamp,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-04-24,Jamp-Irbesartan & HCTZ,irbesartan/hydrochlorothiazide,Jamp,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-04-24,Lucentis,ranibizumab (DMLA),Novartis,Modification d'une indication reconnue - Médicament d'exception,Modifier une indication reconnue aux listes des médicaments
2014-04-24,Mar-Pantoprazole,pantoprazole (magnésien ou sodique),Marcan,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-04-24,Mar-Rosuvastatin,rosuvastatine calcique,Marcan,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-04-24,Mint-Losartan,losartan potassique,Mint,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-04-24,Mint-Pantoprazole,pantoprazole (magnésien ou sodique),Mint,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-04-24,pms-Betahistine,bétahistine (dichlorhydrate de),Phmscience,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-04-24,pms-Ciprofloxacin XL,ciprofloxacine (chlorhydrate de),Phmscience,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-04-24,Quetiapine XR,quétiapine (fumarate de),Sivem,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-04-24,Quetiapine XR,quétiapine (fumarate de),Pro Doc,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-04-24,Sandoz Tacrolimus,tacrolimus,Sandoz,Sous-étude,Sous-étude
2014-04-24,Vitamine D 10 000,cholécalciférol,Pro Doc,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-03-14,Alfuzosin,alfuzosine (chlorhydrate d'),Pro Doc,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-03-14,Allopurinol,allopurinol,Pro Doc,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-03-14,Apo-Azithromycin Z,azithromycine,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-03-14,Apo-Donepezil,donépézil (chlorhydrate de),Apotex,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-03-14,Auro-Donepezil,donépézil (chlorhydrate de),Aurobindo,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-03-14,Bio-Donepezil,donépézil (chlorhydrate de),Biomed,Ajout à la Liste du RGAM - Médicament d'exception,Inscrire à la Liste du RGAM - Médicament d’exception
2014-03-14,Carbamazepine CR,carbamazépine,Pro Doc,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-03-14,Co Donepezil,donépézil (chlorhydrate de),Cobalt,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-03-14,Donepezil,donépézil (chlorhydrate de),Accord,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-03-14,Donepezil,donépézil (chlorhydrate de),Pro Doc,Ajout à la Liste du RGAM - Médicament d'exception,Inscrire à la Liste du RGAM - Médicament d’exception
