"Brand Name","Generic Name","Therapeutic Area","Recommendation Type","Project Status","Date Submission Received","Date Recommendation Issued","Project Number",Manufacturer
Norprolac,"Quinagolide hydrochloride",Hyperprolactinemia,"Do not list",Complete,"Dec 16, 2004","Sep 28, 2005",SR0026-000,"Ferring Pharmaceuticals"
Norprolac,"Quinagolide hydrochloride",Hyperprolactinemia,"List with clinical criteria and/or conditions",Complete,"Nov 23, 2005","May 17, 2006",SR0046-000,"Ferring Pharmaceuticals"
"NovoMix 30","Insulin aspart/insulin aspart protamine","Diabetes mellitus","Do not list",Complete,"Oct 13, 2005","Apr 26, 2006",SR0041-000,"Novo Nordisk Canada Inc."
Nplate,Romiplostim,"Chronic immune (idiopathic) thrombocytopenic purpura (ITP)","Do not list",Complete,"Sep 29, 2009","May 27, 2010",SR0179-000,"Amgen Canada Inc."
Nubeqa,darolutamide,"Metastatic castration-sensitive prostate cancer",,Active,"Apr 28, 2025",,PC0404-000,"Bayer Inc."
Nubeqa,darolutamide,"Metastatic castration-sensitive prostate cancer","Reimburse with clinical criteria and/or conditions",Complete,"Jun 16, 2022","Jan 5, 2023",PC0294-000,"Bayer Inc."
Nucala,Mepolizumab,"Asthma, severe eosinophilic","Reimburse with clinical criteria and/or conditions",Complete,"Dec 18, 2015","Jun 16, 2016",SR0461-000,"GlaxoSmithKline Inc."
Nucala,mepolizumab,"Asthma, severe eosinophilic","Reimburse with clinical criteria and/or conditions",Complete,"Oct 24, 2018","Mar 27, 2019",SF0593-000,"GlaxoSmithKline Inc."
Nucala,mepolizumab,"Severe chronic rhinosinusitis with nasal polyps","Reimburse with clinical criteria and/or conditions",Complete,"May 11, 2022","Nov 16, 2022",SR0735-000,"GlaxoSmithKline Inc."
Nucala,mepolizumab,"Eosinophilic granulomatosis with polyangiitis","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0018-000,"GlaxoSmithKline Inc."
Nucala,mepolizumab,"chronic obstructive pulmonary disease",,Pending,,,SR0888-000,"GlaxoSmithKline Inc."
Nucala,mepolizumab,"Asthma, severe eosinophilic (pediatric)","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0027-000,"GlaxoSmithKline Inc."
Nucynta,"tapentadol hydrochloride","pain, severe","Do not reimburse",Complete,"Apr 17, 2018","Oct 23, 2018",SR0563-000,"Paladin Labs Inc."
"Nucynta CR",Tapentadol,"Pain, moderate to moderately severe","Do not list",Complete,"Feb 1, 2011","Sep 28, 2011",SR0224-000,"Janssen Inc."
"Nurtec ODT",rimegepant,"Migraine, prevention",,Withdrawn,"Aug 15, 2023",,SR0797-000,"Pfizer Canada ULC"
NuvaRing,"Etonogestrel/ethinyl estradiol","Contraceptive, ring","List with clinical criteria and/or conditions",Complete,"May 5, 2006","Nov 29, 2006",SR0062-000,"Organon Canada Ltd."
Ocaliva,"Obeticholic Acid","Primary Biliary Cholangitis","Reimburse with clinical criteria and/or conditions",Complete,"Dec 22, 2016","Jul 25, 2017",SR0509-000,"Intercept Pharma Canada, Inc."
Ocrevus,ocrelizumab,"Primary progressive multiple sclerosis","Reimburse with clinical criteria and/or conditions",Complete,"Oct 26, 2017","Apr 26, 2018",SR0542-000,"Hoffman-La Roche Limited"
Ocrevus,ocrelizumab,"multiple sclerosis, relapsing","Reimburse with clinical criteria and/or conditions",Complete,"May 16, 2017","Nov 21, 2017",SR0519-000,"Hoffman-La Roche Limited"
Odefsey,"emtricitabine/rilpivirine/ tenofovir alafenamide","HIV-1 infection","Reimburse with clinical criteria and/or conditions",Complete,"Nov 24, 2016","May 25, 2017",SR0507-000,"Gilead Sciences Canada, Inc."
Ofev,Nintedanib,"Idiopathic pulmonary fibrosis","List with clinical criteria and/or conditions",Complete,"Apr 23, 2015","Oct 15, 2015",SR0426-000,"Boehringer Ingelheim (Canada) Ltd."
Ofev,nintedanib,"chronic fibrosing interstitial lung diseases","Reimburse with clinical criteria and/or conditions",Complete,"Jul 24, 2020","Feb 24, 2021",SR0654-000,"Boehringer Ingelheim (Canada) Ltd."
Ojjaara,momelotinib,Myelofibrosis,"Reimburse with clinical criteria and/or conditions",Active,"Jun 19, 2024","Jan 8, 2025",PC0355-000,"GlaxoSmithKline Inc."
Okedi,risperidone,"Schizophrenia, adults",,Active,"Mar 21, 2025",,SR0879-000,"Bausch Health, Canada Inc."
Olmetec,"Olmesartan medoxomil",Hypertension,"List in a similar manner to other drugs in class",Complete,"Nov 28, 2008","May 27, 2009",SR0150-000,"Schering-Plough Canada Inc."
"Olmetec Plus","Olmesartan medoxomil + hydrochlorothiazide",Hypertension,"List in a similar manner to other drugs in class",Complete,"Nov 28, 2008","May 27, 2009",SR0151-000,"Schering-Plough Canada Inc."
Olumiant,baricitinib,"Arthritis, Rheumatoid","Reimburse with clinical criteria and/or conditions",Complete,"Dec 20, 2018","Aug 2, 2019",SR0597-000,"Eli Lilly Canada Inc."
Olumiant,baricitinib,"Alopecia areata, severe","Reimburse with clinical criteria and/or conditions",Complete,"Mar 4, 2024","Sep 13, 2024",SR0843-000,"Eli Lilly Canada Inc."
Omnaris,"Ciclesonide nasal spray","Allergic Rhinitis (seasonal and perennial)","Do not list",Complete,"May 7, 2008","Nov 12, 2008",SR0137-000,"Nycomed Canada Inc."
Omnitrope,"Somatropin (rDNA origin)","Growth hormone deficiency in children and adults",N/A,Complete,"Jun 12, 2009",,SR0167-000,"Sandoz Canada Inc."
Omvoh,mirikizumab,"Crohn’s disease",,Active,"Mar 4, 2025",,SR0880-000,"Eli Lilly Canada Inc."
Omvoh,mirikizumab,"Ulcerative colitis","Reimburse with clinical criteria and/or conditions",Complete,"Mar 7, 2023","Nov 16, 2023",SR0773-000,"Eli Lilly Canada"
Onbrez,Indacaterol,"Chronic obstructive pulmonary disease","List in a similar manner",Complete,"Feb 29, 2012","Aug 16, 2012",SR0273-000,"Novartis Pharmaceuticals Canada Inc."
Oncaspar,pegaspargase,"Adult Acute Lymphocytic Leukemia (ALL)","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0002-000,"Servier Canada Inc."
Ondexxya,"andexanet alfa","Reversal of FXa inhibitor anticoagulant effects","Do not reimburse",Complete,"Mar 2, 2023","Dec 5, 2023",ST0772-000,"AstraZeneca Canada Inc."
Onglyza,Saxagliptin,"Diabetes mellitus, type 2",,Withdrawn,"May 28, 2012",,SR0280-000,"Bristol-Myers Squibb / AstraZeneca Canada Inc."
Onglyza,Saxagliptin,"Diabetes mellitus (Type 2)","Do not list",Complete,"Nov 9, 2009","Jun 17, 2010",SR0185-000,"Bristol-Myers Squibb Canada"
Onglyza,Saxagliptin,"Diabetes mellitus, type 2","List with criteria/condition",Complete,"May 9, 2013","Nov 15, 2013",SR0329-000,"Bristol-Myers Squibb / AstraZeneca Canada Inc."
Onpattro,patisiran,"Polyneuropathy in hereditary transthyretin-mediated amyloidosis","Reimburse with clinical criteria and/or conditions",Complete,"Jan 25, 2019","Jul 25, 2019",SR0598-000,"Alnylam Netherlands BV"
Onsolis,"Fentanyl Citrate","Pain, breakthrough cancer pain","Do not list",Complete,"Aug 22, 2011","Feb 15, 2012",SR0248-000,"Meda Valeant Pharma Canada Inc."
Onsolis,"Fentanyl Citrate","Pain, breakthrough cancer pain",,Withdrawn,"May 10, 2011",,SR0229-000,"Meda Valeant Pharma Canada Inc."
Onstryv,safinamide,"Parkinson's disease","Do not reimburse",Complete,"May 29, 2019","Mar 25, 2020",SR0617-000,"Valeo Pharma Inc."
Onureg,azacitidine,"Acute myeloid leukemia","Reimburse with clinical criteria and/or conditions",Complete,"Mar 1, 2021","Oct 20, 2021",PC0245-000,"Celgene Inc., a Bristol-Myers Squibb Company"
Opdivo,nivolumab,"Stage IIB or IIC melanoma, adjuvant","Reimburse with clinical criteria and/or conditions",Complete,"Nov 6, 2023","May 29, 2024",PC0339-000,"Bristol Myers Squibb Canada"
Opdivo,nivolumab,"Urothelial carcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Feb 22, 2022","Sep 28, 2022",PC0272-000,"Bristol Myers Squibb Canada"
Opdivo,nivolumab,"Esophageal or gastroesophageal junction cancer","Reimburse with clinical criteria and/or conditions",Complete,"Jul 7, 2021","Jan 26, 2022",PC0253-000,"Bristol-Myers Squibb"
Opdivo,nivolumab,"Gastric, gastroesophageal junction, or esophageal adenocarcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Aug 18, 2021","Mar 4, 2022",PC0259-000,"Bristol-Myers Squibb"
Opdivo,nivolumab,"Resectable Non-Small Cell Lung Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Sep 13, 2022","Mar 30, 2023",PC0303-000,"Bristol-Myers Squibb"
"Opdivo and Yervoy","Nivolumab and ipilimumab","Unresectable or advanced hepatocellular carcinoma (HCC)",,Received,"May 22, 2025",,PC0420-000,"Bristol Myers Squibb Canada Co. (BMS)"
"Opdivo and Yervoy","nivolumab and ipilimumab","Unresectable or metastatic MSI-H or dMMR colorectal cancer",,Active,"Mar 26, 2025",,PC0396-000,"Bristol Myers Squibb Canada Co."
Opdivo-Yervoy,Nivolumab-Ipilimumab,NSCLC,"Reimburse with clinical criteria and/or conditions",Complete,"Jun 23, 2020",,PC0218-000,"Bristol-Meyers Squibb Canada"
Opdivo-Yervoy,nivolumab-ipilimumab,"Malignant Pleural Mesothelioma (MPM)","Reimburse with clinical criteria and/or conditions",Complete,"Oct 9, 2020","Aug 4, 2021",PC0229-000,"Bristol-Myers Squibb"
Opdualag,"nivolumab and relatlimab","unresectable or metastatic melanoma","Reimburse with clinical criteria and/or conditions",Complete,"Jul 10, 2023","Feb 2, 2024",PC0329-000,"Bristol Myers Squibb"
Opsumit,Macitentan,"Pulmonary arterial hypertension","List with clinical criteria and/or conditions",Complete,"Dec 18, 2013","Jan 28, 2015",SR0364-000,"Actelion Pharmaceuticals Canada Inc."
Opsynvi,"macitentan and tadalafil","Pulmonary arterial hypertension","Reimburse with clinical criteria and/or conditions",Complete,"May 20, 2021","Dec 14, 2021",SR0690-000,"Janssen Inc."
Opzelura,ruxolitinib,"Nonsegmental vitiligo",,Active,"Oct 17, 2024",,SR0835-000,"Incyte Biosciences Canada Corporation"
Opzelura,ruxolitinib,"atopic dermatitis","Do not reimburse",Active,"Oct 27, 2023","May 6, 2025",SR0807-000,"Incyte Biosciences Canada Corporation"
Oralair,"Grass Pollen Allergen Extract","Allergic rhinitis","List with criteria/condition",Complete,"Sep 21, 2012","Mar 20, 2013",SR0290-000,"Paladin Labs Inc."
Orencia,Abatacept,"Arthritis, Juvenile Idiopathic & Juvenile Rheumatoid","List with clinical criteria and/or conditions",Complete,"Aug 29, 2008","Apr 22, 2009",SR0145-000,"Bristol-Myers Squibb Canada"
Orencia,Abatacept,"Arthritis, rheumatoid","List with clinical criteria and/or conditions",Complete,"Nov 29, 2012","Jul 18, 2013",SR0299-000,"Bristol-Myers Squibb Canada"
Orencia,Abatacept,"Arthritis, Rheumatoid","List in a similar manner",Complete,"Dec 2, 2009","Jun 17, 2010",SR0187-000,"Bristol-Myers Squibb Canada"
Orencia,Abatacept,"Arthritis, Rheumatoid","List with clinical criteria and/or conditions",Complete,"Oct 26, 2006","Jun 27, 2007",SR0084-000,"Bristol-Myers Squibb Canada"
Orfadin,nitisinone,"Hereditary tyrosinemia type 1","Reimburse with clinical criteria and/or conditions",Complete,"Aug 29, 2017","Feb 21, 2018",SR0531-000,"Sobi Canada Inc."
Orgovyx,relugolix,"Advanced prostate cancer","Reimburse with clinical criteria and/or conditions",Complete,"Nov 14, 2023","Jul 22, 2024",PC0342-000,"Sumitomo Pharma Canada, Inc."
Orilissa,elagolix,"Moderate to severe pain associated with endometriosis","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0011-000,"AbbVie Corporation"
Orkambi,lumacaftor/ivacaftor,"Cystic Fibrosis, F508del CFTR mutation in patients 6 years and older","Do not reimburse",Complete,"Feb 22, 2018","Sep 26, 2018",SR0559-000,"Vertex Pharmaceuticals (Canada) Incorporated"
Orkambi,lumacaftor/ivacaftor,"Cystic Fibrosis, F508del CFTR mutation","Do not reimburse",Complete,"Jan 28, 2016","Oct 26, 2016",SR0471-000,"Vertex Pharmaceuticals (Canada) Incorporated."
Orladeyo,berotralstat,"hereditary angioedema (HAE)","Reimburse with clinical criteria and/or conditions",Complete,"Feb 22, 2022","Feb 17, 2023",SR0723-000,"BioCryst Pharmaceuticals Inc."
Osphena,ospemifene,"Dyspareunia, vaginal dryness","Reimburse with clinical criteria and/or conditions",Complete,"Oct 26, 2021","May 13, 2022",SR0709-000,"Duchesnay Inc."
Otezla,Apremilast,"Psoriasis, moderate to severe plaque","Reimburse with clinical criteria and/or conditions",Complete,"Mar 3, 2016","Oct 26, 2016",SR0478-000,Celgene
Otezla,Apremilast,"Arthritis, psoriatic","List with criteria/condition",Complete,"Jun 8, 2015","Dec 17, 2015",SR0437-000,Celgene
Otezla,Apremilast,"Plaque psoriasis","Do not list",Complete,"Oct 8, 2014","Jul 22, 2015",SR0400-000,Celgene
Oxervate,cenegermin,"Neurotrophic keratitis","Reimburse with clinical criteria and/or conditions",Complete,"Oct 29, 2021","Jun 23, 2022",SR0704-000,"Dompé Farmaceutici S.p.A"
Oxlumo,lumasiran,"Primary hyperoxaluria type 1","Reimburse with clinical criteria and/or conditions",Complete,"May 10, 2022","Feb 8, 2023",SR0734-000,"Alnylam Netherlands B.V."
Ozanex,ozenoxacin,Impetigo,"Do not reimburse",Complete,"Jan 25, 2018","Oct 24, 2018",SR0553-000,"Ferrer Internacional, S.A."
Ozempic,semaglutide,"Diabetes mellitus, type 2","Reimburse with clinical criteria and/or conditions",Complete,"Nov 23, 2018","May 15, 2019",SR0594-000,"Novo Nordisk Canada Inc."
Ozurdex,dexamethasone,"Diabetic macular edema","Do not reimburse",Complete,"Sep 26, 2017","Oct 24, 2018",SR0535-000,"Allergan Inc."
Ozurdex,"dexamethasone intravitreal implant","Non-infectious uveitis","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0033-000,"AbbVie Corporation"
Ozurdex,"Dexamethasone intravitreal implant","Macular edema, central retinal vein occlusion","Do not list",Complete,"Sep 1, 2011","Apr 25, 2012",SR0247-000,Allergan
Ozurdex,"dexamethasone intravitreal implant","Diabetic macular edema","Do not reimburse",Complete,"Jun 8, 2022","Dec 13, 2022",SR0739-000,"Allergan, an AbbVie Company"
Padcev,"enfortumab vedotin","Metastatic urothelial cancer","Reimburse with clinical criteria and/or conditions",Complete,"May 22, 2024","Nov 29, 2024",PC0353-000,"Seagen Canada Inc."
Padcev,"enfortumab vedotin","Locally advanced or metastatic urothelial carcinoma","Reimburse with clinical criteria and/or conditions",Complete,"Jun 23, 2021","Jan 6, 2022",PC0251-000,"Seagen Canada Inc."
Palynziq,pegvaliase,Phenylketonuria,"Reimburse with clinical criteria and/or conditions",Complete,"Dec 22, 2021","Nov 9, 2022",SR0712-000,"BioMarin Pharmaceutical Inc."
"Pantoloc M","Pantoprazole magnesium","Gastric acid secretion, reduction of","List in a similar manner to other drugs in class",Complete,"Mar 17, 2006","Jul 20, 2006",SR0054-000,"Altana Pharma Inc."
Paxlovid,nirmatrelvir/ritonavir,"Mild-to-moderate COVID-19, treatment","Reimburse with clinical criteria and/or conditions",Complete,"Sep 15, 2023","Apr 11, 2024",SR0808-000,"Pfizer Canada ULC"
pdp-levETIRAcetam,Levetiracetam,Epilepsy,"Reimburse with clinical criteria and/or conditions",Complete,"Jul 17, 2020","Feb 3, 2021",SR0653-000,"Pendopharm, a division of Pharmascience Inc."
"Pegasys RBV","Peginterferon alfa-2a and Ribavirin","Hepatitis C, chronic","List in a similar manner to other drugs in class",Complete,"May 14, 2004","Oct 14, 2004",SR0013-000,"Hoffman-La Roche Ltd."
Pemazyre,pemigatinib,Cholangiocarcinoma,"Reimburse with clinical criteria and/or conditions",Active,"Oct 18, 2024","May 5, 2025",PC0391-000,"Incyte Biosciences Canada Corporation"
Pemazyre,pemigatinib,Cholangiocarcinoma,"Do not reimburse",Complete,"Jun 23, 2021","Mar 23, 2022",PC0252-000,"Incyte Biosciences Canada Corporation"
Perjeta,pertuzumab,"Early stage breast cancer","Do not reimburse",Complete,"Apr 14, 2021","Jan 25, 2022",PC0241-000,"Hoffmann-La Roche Limited"
Perseris,risperidone,"Schizophrenia, adults","Reimburse with clinical criteria and/or conditions",Complete,"Jan 29, 2021","Sep 8, 2021",SR0671-000,"HLS Therapeutics Inc."
Pheburane,"Sodium phenylbutyrate","Urea cycle disorders",List,Complete,"Oct 20, 2015","Apr 15, 2016",SR0452-000,"Médunik Canada"
Picato,"Ingenol mebutate","Actinic keratosis","Do not list",Complete,"May 9, 2013","Jan 22, 2014",SR0330-000,"LEO Pharma Inc."
Picato,"Ingenol mebutate","Actinic keratosis",N/A,Complete,"May 26, 2014",,SF0382-000,"Leo Pharma Inc."
Pifeltro,doravirine,"HIV-1 infection","Reimburse with clinical criteria and/or conditions",Complete,"Nov 16, 2018","May 14, 2019",SR0582-000,"Merck Canada Inc."
Piqray,alpelisib,"Advanced or Metastatic Breast Cancer","Do not reimburse",Complete,"Apr 21, 2021","Jan 26, 2022",PC0247-000,"Novartis Pharmaceuticals Canada Inc."
Plegridy,"Peginterferon beta-1a","Multiple sclerosis, relapsing-remitting","List with criteria/condition",Complete,"Jun 26, 2015","Dec 17, 2015",SR0440-000,"Biogen Canada Inc."
Pluvicto,"lutetium vipivotide tetraxetan","Metastatic castration-resistant prostate cancer","Reimburse with clinical criteria and/or conditions",Complete,"Jul 21, 2022","Mar 3, 2023",PC0297-000,"Advanced Accelerator Applications USA, Inc."
Polivy,"polatuzumab vedotin","Large B-cell lymphoma","Do not reimburse",Complete,"Mar 1, 2023","Dec 20, 2023",PC0313-000,"Hoffmann La-Roche"
Polivy,"polatuzumab vedotin","Large B-cell lymphoma",,Active,"Nov 27, 2024",,PC0397-000,N/A
"Pombiliti with Opfolda","cipaglucosidase alfa with miglustat","Pompe disease",,Active,"Nov 29, 2024",,SR0871-000,"Amicus Therapeutics Canada Inc."
Poteligeo,mogamulizumab,"mycosis fungoides (MF), Sézary syndrome (SS)","Reimburse with clinical criteria and/or conditions",Complete,"Sep 13, 2021","Aug 12, 2022",PC0244-000,"Kyowa Kirin Canada"
Pradaxa,"Dabigatran etexilate","Atrial fibrillation prevention of stroke and systemic embolism",,Cancelled,"May 31, 2010",,SR0202-000,"Boehringer-Ingelheim (Canada) Ltd."
Pradaxa,"Dabigatran etexilate","Thromboembolism (venous), prevention","Do not list",Complete,"Jul 8, 2008","Jan 28, 2009",SR0140-000,"Boehringer Ingelheim (Canada) Ltd."
Pradaxa,"Dabigatran etexilate","Atrial fibrillation prevention of stroke and systemic embolism","List with clinical criteria and/or conditions",Complete,"Mar 18, 2013","Jul 18, 2013",SF0320-000,"Boehringer Ingelheim (Canada) Ltd"
Pradaxa,"Dabigatran etexilate","Atrial fibrillation prevention of stroke and systemic embolism","List with clinical criteria and/or conditions",Complete,"Oct 28, 2010","Jun 22, 2011",SR0214-000,"Boehringer Ingelheim"
Praluent,Alirocumab,"Primary hypercholesterolemia (non-familial and heterozygous familial), mixed dyslipidemia","Reimburse with clinical criteria and/or conditions",Complete,"Jan 12, 2016","Jul 20, 2016",SR0469-000,"Sanofi-aventis Canada Inc."
Praxbind,"Idarucizumab (Drug Plan Submission)","Reversal of dabigatran anticoagulant effects",,Withdrawn,"May 30, 2016",,SR0492-000,"Boehringer Ingelheim (Canada) Ltd."
Prevymis,letermovir,"Cytomegalovirus infection (CMV), prophylaxis",,Withdrawn,"Oct 30, 2023",,SR0824-000,"Merck Canada Inc."
Prevymis,letermovir,"Cytomegalovirus infection, prophylaxis","Reimburse with clinical criteria and/or conditions",Complete,"Dec 7, 2017","Jun 20, 2018",SR0545-000,"Merck Canada Inc."
Prexige,Lumiracoxib,"Osteoarthritis (Knee)","Do not list",Complete,"Dec 15, 2006","Jul 25, 2007",SR0090-000,"Novartis Pharmaceuticals Canada Inc."
